quote_id,topic_id,section_number,quote_text,attribution,active,sort_order
354,32,16,"aham kratur aham yajnah
svadhaham aham ausadham
mantro ’ham aham evajyam
aham agnir aham hutam

Aku adalah persembahan kratuh, Aku adalah kurban (sesajian), Aku adalah sesajen kepada leluhur (svada), Aku adalah bahan ramuan obat, Aku adalah mantra, Aku juga adalah mentega murni, Aku adalah api dan aku adalah persembahan (huta)",Bhagawadgita BAB IX,1,354
355,32,17,"pitaham asya jagato
mata dhata pitamahah
vedyam pavitram omkara
rk sama yajur eva ca

Aku adalah Bapa, Ibu, Pelindung, dan Datuk alam semesta ini, Aku adalah obyek ilmu pengetahuan, pensuci, Aku adalah Omkara, dan juga Rik, Sama, dan Yajuh.",Bhagawadgita BAB IX,1,355
356,32,18,"gatir bharta prabhuh saksi
nivasah saranam suhrt
prabhavah pralayah sthanam
nidhanam bijam avyayam

Aku adalah tujuan, pengemban,, penguasa, Aku adalah saksi, tempat kediaman, tempat perlindungan, Aku adalah kawan, asal-mula, akhir kesudahan, Aku adalah dasar, tampat penyimpanan, benih abadi.",Bhagawadgita BAB IX,1,356
357,32,19,"tapamy aham aham varsam
nigrhnamy utsrijami ca
amritam caiva mrityus ca
sad asac caham arjuna

Aku adalah pemberi kehangatan, menahan dan menurunkan hujan, aku adalah keabadian dan kematian, sat dan asat, wahai Arjuna.",Bhagawadgita BAB IX,1,357
358,32,20,"trai-vidya mam soma-pah puta-papa
yajnair istva svar-gatim prarthayante
te punyam asadya surendra-lokam
asnanti divyan divi deva-bhogan

Ia yang mengetahui ketiga kitab Veda , peminum air soma, dibersihkan dari dosa, yang memuja-Ku dengan pengurbanan, memohon jalan menuju ke surga, tiba di Indraloka dan menikmati kesenangan surgawi dari para dewa di surga.",Bhagawadgita BAB IX,1,358
359,32,21,"te tam bhuktva svarga-lokam visalam
ksine punye martya-lokam vishanti
evam trayi-dharmam anuprapanna
gatagatam kama-kama labhante

Seteah menikmati dunia surga luas, mereka kembali ke dunia manusia, dikala nilai kebajikan habis, sesuai dengan ajaran ketiga kitab suci dan menginginkan objek kenikmatan, mereka datang dan pergi.",Bhagawadgita BAB IX,1,359
360,32,22,"ananyas cintayanto mam
ye janah paryupasate
tesham nityabhiyuktanam
yoga-ksemam vahamy aham

Mereka yang hanya memuja-Ku saja, tanpa memikirkan yang lainnya lagi, yang senantiasa penuh pengabdian, kepada mereka Ku-bawakan segala apa yang mereka tidak punya dan Ku-lindungi segala apa yang mereka miliki.",Bhagawadgita BAB IX,1,360
361,32,23,"ye ’py anya-devata-bhakta
yajante shraddhayanvitah
te ’pi mam eva kaunteya
yajanty avidhi-purvakam

Bahkan mereka (para bhakta) yang memuja para dewa lain, dengan penuh keyakinan, sesungguhnya juga memuja Aku, wahai putra Kunti(Arjuna), walau sebenarnya tidak menurut hukum yang diajarkan (ditetapkan)",Bhagawadgita BAB IX,1,361
362,32,24,"aham hi sarva-yajnanam
bhokta ca prabhur eva ca
na tu mam abhijananti
tattvenatas cyavanti te

Aku sesungguhnya adalah penikmat dan penguasa segala kurban persembahan, tetapi mereka tidak mengetahui Aku dan sifat-Ku yang sejati, karena itu mereka gagal, jatuh kembali lagi.",Bhagawadgita BAB IX,1,362
363,32,25,"yanti deva-vrata devan
pitrn yanti pitr-vratah
bhutani yanti bhutejya
yanti mad-yajino ’pi mam

Yang memuja dewata pergi kepada dewata, kepada leluhur perginya yang memuja leluhur mereka, dan kepada roh alam perginya yang memuja roh alam, tetapi mereka yang memuja-Ku, datang kepada-Ku.",Bhagawadgita BAB IX,1,363
364,32,26,"patram puspam phalam toyam
yo me bhaktya prayacchati
tad aham bhakty-upahrtam
asnami prayatatmanah

Siapapun yang dengan sujud bhakti kepada-Ku mempersembahkan sehelai daun, sekuntum bunga, sebiji buah-buahan, seteguk air, Aku terima sebagai bhakti persembahan dari orang yang berhati suci.",Bhagawadgita BAB IX,1,364
365,32,27,"yat karosi yad asnasi
yaj juhosi dadasi yat
yat tapasyasi kaunteya
tat kurusva mad-arpanam

Apapun yang engkau kerjakan, engkau makan, engkau persembahkan, engkau dermakan dan disiplin diri apapun yang engkau laksanakan, lakukanlah, wahai Arjuna sebagai bhakti kepada-Ku.",Bhagawadgita BAB IX,1,365
366,32,28,"subhasubha-phalair evam
moksyase karma-bandhanaih
sannyasa-yoga-yuktatma
vimukto mam upaisyasi

Dengan demikian engkau terlepas dari belenggu karma yang membawa hasil baik dan buruk, dengan pikiran terpusatkan pada samnyasa yoga engkau akan terbebas, dan mencapai Aku.",Bhagawadgita BAB IX,1,366
367,32,29,"samo ’ham sarva-bhutesu
na me dvesyo ’sti na priyah
ye bhajanti tu mam bhaktya
mayi te tesu capy aham

Aku adalah sama bagi semua mahluk, bagiku tiada yang terbenci dan terkasihi, tetapi mereka yang berbhakti kepada-Ku dengan penuh pengabdian, mereka ada pada-Ku dan Aku ada pada mereka.",Bhagawadgita BAB IX,1,367
368,32,30,"api cet su-duracaro
bhajate mam ananya-bhak
sadhur eva sa mantavyah
samyag vyavasito hi sah

Bahkan seandainya seorang yang terjahat sekalipun yang memuja Aku dengan pengabdian yang terpusat, ia harus dipandang ada dijalan yang benar sebag ia telah bertindak menuju yang benar.",Bhagawadgita BAB IX,1,368
369,32,31,"ksipram bhavati dharmatma
sasvac-chantim nigacchati
kaunteya pratijanihi
na me bhaktah pranasyati

Dengan segera ua menjadi orang benar dan mencapai kedamaian yang kekal abadi, ketahuilah, wahai Arjuna, para pemuja-Ku pasti tak akan termusnahkan.",Bhagawadgita BAB IX,1,369
370,32,32,"mam hi partha vyapasritya
ye ’pi syuh papa-yonayah
striyo vaishyas tatha shudras
te ’pi yanti param gatim

Sesungguhnya, mereka yang berlindung kepada-Ku, walaupun berasal dari kelahiran rendah, wahai Arjuna, para wanita, vaisya, ataupun sudra, mereka mencapai tujuan tertinggi.",Bhagawadgita BAB IX,1,370
371,32,33,"kim punar brahmanah punya
bhakta rajarsayas tatha
anityam asukham lokam
imam prapya bhajasva mam

Apalagi para brahmana suci dan raja rsi yang saleh budiman, kini setelah engkau ada di dunia yang tak kekal dan penuh duka, pujalah Aku.",Bhagawadgita BAB IX,1,371
372,32,34,"man-mana bhava mad-bhakto
mad-yaji mam namaskuru
mam evaishyasi yuktvaivam
atmanam mat-parayanah

Pusatkanlah pikiranmu pada-Ku, berbhakti kepada-Ku, bersujud kepada-Ku, sembahlah Aku dan setelah kau mengendalikan dirimu dengan Aku jadi tujuanmu tertinggi, engkau akan tiba pada-Ku.",Bhagawadgita BAB IX,1,372
373,33,1,"Sri-bhagavan uvaca:
bhuya eva maha-baho
shrinu me paramam vacah
yat te ’ham priyamanaya
vaksyami hita-kamyaya 

Sri Bhagawan Bersabda:
Selanjutnya dengarkanlah, wahai Mahabahu, kata-kata-Ku yang termulia ini, berharap demi untuk kebahagiaanmu akan Ku-uraikan kepadamu, yang tersenangkan dengan hal ini.",Bhagawadgita BAB X,1,373
374,33,2,"na me viduh sura-ganah
prabhavam na maharsayah
aham adir hi devanam
maharsinam ca sarvasah

Baik para dewa maupun maharsi, tidak mengenal masa mula-Ku, sebab dalam segala hal Aku adalah sumber para dewa dan maharsi.",Bhagawadgita BAB X,1,374
375,33,3,"yo mam ajam anadim ca
vetti loka-maheshvaram
asammudhah sa martyesu
sarva-papaih pramucyate

Dia yang mengetahui Aku tak terlahirkan, tanpa permulaan, penguasa perkasa seluruh dunia - diantara manusia, ia tak terbingungkan dan terhindar dari segala dosa.",Bhagawadgita BAB X,1,375
376,33,4,"buddhir jnanam asammohah
ksama satyam damah samah
sukham duhkham bhavo ’bhavo
bhayam cabhayam eva ca

Intelek, pengetahuan, kesadaran, kesabaran, kebenaran, mengendalikan diri, ketenangan, kesukaan, kedukaan, kelahiran, kematian, ketakutan, keberanian.",Bhagawadgita BAB X,1,376
377,33,5,"ahimsa samata tustis
tapo danam yaso ’yasah
bhavanti bhava bhutanam
matta eva prithag-vidhah

Tidak menyakiti, keseimbangan pikiran, kepuasan, pengekangan, berderma, kemasyuran dan kecemaran, adalah sifat berbeda dari semua mahluk yang datangnya dari aku sendiri.",Bhagawadgita BAB X,1,377
378,33,6,"maharsayah sapta purve
catvaro manavas tatha
mad-bhava manasa jata
yesham loka imah prajah

Sapta maharsi, empat manu jaman dahulu, yang dilengkapi dengan kekuatan-Ku, lahir dari pikiran-Ku, dan daripadanya selanjutnya segala ciptaan di dunia ini.",Bhagawadgita BAB X,1,378
379,33,7,"etam vibhutim yogam ca
mama yo vetti tattvatah
so ’vikalpena yogena
yujyate natra samsayah

Yang mengetahui dengan benar kemuliaan dan kekuasaan-Ku yang dilengkapi dengan yoga yang tak tergoyahkan ini, tentang itu tak diragukan lagi.",Bhagawadgita BAB X,1,379
380,33,8,"aham sarvasya prabhavo
mattah sarvam pravartate
iti matva bhajante mam
budha bhava-samanvitah

Aku adalah asal mula segala yang ada, dari AKu lahirnya segala sesuatu ini, mengetahui ini- orang bijaksana memujaku dengan sepenuh kalbu.",Bhagawadgita BAB X,1,380
381,33,9,"mac-citta mad-gata-prana
bodhayantah parasparam
kathayantas ca mam nityam
tusyanti ca ramanti ca

Memikirkan tentang Aku, dengan seluruh hidupnya tercurah kepada-Ku, saling mencerahi satu sama lain dan senantiasa membicarakan Aku terus menerus, mereka merasa puas dan bahagia.",Bhagawadgita BAB X,1,381
382,33,10,"tesam satata-yuktanam
bhajatam priti-purvakam
dadami buddhi-yogam tam
yena mam upayanti te

Bagi mereka yang senantiasa patuh, yang memuja aku dengan kasih sayang, Aku memberikan yoga pembeda yang memungkinkannya mencapai Aku.",Bhagawadgita BAB X,1,382
383,33,11,"tesam evanukampartham
aham ajnana-jam tamah
nasayamy atma-bhava-stho
jnana-dipena bhasvata

Karena kasih sayang murni-Ku pada mereka, yang bersemayam dalam hatinya, Aku menghancurkan kebodohan yang timbul oleh kegelapan, dengan cahaya kebijaksanaan.",Bhagawadgita BAB X,1,383
384,33,12,"Arjuna uvaca:
param brahma param dhama
pavitram paramam bhavan
purusham sasvatam divyam
adi-devam ajam vibhum

Arjuna berkata:
Engkau adalah para brahman, tempat kediaman tertinggi, pensuci tertinggi, Purusa Ilahi, kekal abadi, devata pertama, tak terlahirkan, maha kuasa, meliputi segalanya.",Bhagawadgita BAB X,1,384
385,33,13,"ahus tvam rsayah sarve
devarsir naradas tatha
asito devalo vyasah
svayam caiva bravisi me

Semua maharsi telah mengatakan tentang Enkau, demikian juga Deva Rsi seperti Narada, Asita, Devala serta Vyasa dan sekarang Engkau sendiri mengatakannya kepadake.",Bhagawadgita BAB X,1,385
386,33,14,"sarvam etad rtam manye
yan mam vadasi keshava
na hi te bhagavan vyaktim
vidur deva na danavah

Saya percaya akan segala kebenaran yang Engkau katakan kepada saya, wahai Kesava tetapi baik para dewa maupun para raksasa tidak mengetahui wujud-Mu, wahai Bhagavan.",Bhagawadgita BAB X,1,386
387,33,15,"svayam evatmanatmanam
vettha tvam purushottama
bhuta-bhavana bhutesa
deva-deva jagat-pate

Sesungguhnya hanya Engkau sendirilah yang mengetahui diri-Mu sendiri dengan diri-Mu, wahai Pribadi Utama, sumber segala insani, penguasa segala mahluk, dewa semua dewa dan penguasa dunia ini.",Bhagawadgita BAB X,1,387
388,33,16,"vaktum arhasy asesena
divya hy atma-vibhutayah
yabhir vibhutibhir lokan
imams tvam vyapya tisthasi

Terangkanlah kepada saya sejelas-jelasnya wujud kemahamuliaan ilahi-Mu dengan nama memuliakan-Mu, yang tetap meliputi seluruh alam semesta ini.",Bhagawadgita BAB X,1,388
389,33,17,"katham vidyam aham yogims
tvam sada paricintayan
kesu kesu ca bhavesu
cintyo ’si bhagavan maya

Bagaimana saya dapat mengetahui Engkau apakah dengan meditasi terus menerus, wahai Mahayogi, dan dalam berbagai aspek yang manakah Engkau harus saya renungkan, wahai Bhagavan?",Bhagawadgita BAB X,1,389
390,33,18,"vistarenatmano yogam
vibhutim ca janardana
bhuyah kathaya trptir hi
shrinvato nasti me ’mrtam

Uraikanlah lagi kepada saya selengkapnya, wahai Janardana, tentang keagungan dan kekuatan yoga-Mu, sebab telinga saya tidak jemu-jemunya mendengarkan ajaran-Mu yang bagaikan amrta menghidupkan.",Bhagawadgita BAB X,1,390
391,33,19,"Sri-bhagavan uvaca:
hanta te kathayisyami
divya hy atma-vibhutayah
pradhanyatah kuru-srestha
nasty anto vistarasya me

Sri Bhagavan bersabda:
Baiklah akan Aku ceritakan kepadamu hakekat kemuliaan ilahi-Ku, tetapi yang penting-penting saja, wahai Kurusrestha, sebab tak terbatas uraian tentang perwujudan-Ku.",Bhagawadgita BAB X,1,391
392,33,20,"aham atma gudakesha
sarva-bhutasaya-sthitah
aham adis ca madhyam ca
bhutanam anta eva ca

Aku adalah sang Diri yang ada didalam hati semua mahluk, wahai Gudakesa, Aku adalah permulaan, pertengahan dan akhir dari semua mahluk.",Bhagawadgita BAB X,1,392
393,33,21,"adityanam aham vishnur
jyotisam ravir amsuman
maricir marutam asmi
nakshatranam aham sasi

Dari para aditya Aku adalah Visnu, dari benda-benda yang bersinar Aku adalah Matahari, dari para Marut aku adalah Marici, dan dari gugusan bintang-bintang Aku adalah Bulan.",Bhagawadgita BAB X,1,393
394,33,22,"vedanam sama-vedo ’smi
devanam asmi vasavah
indriyanam manas casmi
bhutanam asmi cetana

Aku adalah Samaveda pada Veda-Veda, aku adalah Indra diantara para Dewa, aku adalah manah diantara indra-indra, aku adalah kesadaran diantara mahluk hidup.",Bhagawadgita BAB X,1,394
395,33,23,"rudranam sankaras casmi
vitteso yaksha-rakshasam
vasunam pavakas casmi
meruh sikharinam aham

Aku adalah sankara diantara para Rudra, Aku adalah Kubera diantara para yaksa dan raksasa, AKu adalah Pavaka dari para Vasu, Aku adalah Meru diantara gunung-gunung.",Bhagawadgita BAB X,1,395
396,33,24,"purodhasam ca mukhyam mam
viddhi partha brihaspatim
senaninam aham skandah
sarasam asmi sagarah

Diantara pandita yang berumah tangga wahai Partha, Aku adalah Bhraspati, diantara panglima perang Aku adalah Skanda, diantara hamparan air Aku adalah Samudra.",Bhagawadgita BAB X,1,396
397,33,25,"maharsinam bhrgur aham
giram asmy ekam aksharam
yajnanam japa-yajno ’smi
sthavaranam himalayah

Diantara maharsi Aku adalah Bhrgu, diantara ucapan suci Aku adalah Omkara, diantara yajna, Aku adalah japa mantra, diantara benda-benda tak bergerak Aku adalah Himalaya.",Bhagawadgita BAB X,1,397
398,33,26,"ashvatthah sarva-vrksanam
devarsinam ca naradah
gandharvanam citrarathah
siddhanam kapilo munih

Diantara kayu-kayuan Aku adalah Asvattha, diantara dewa-dewa Aku adalah Narada, Diantara para gandarva AKu adalah Citraratha, diantara para siddha aku adalah Kapila.",Bhagawadgita BAB X,1,398
399,33,27,"uccaihsravasam asvanam
viddhi mam amrtodbhavam
airavatam gajendranam
naranam ca naradhipam

Ketahuilah diantara bangsa kuda AKu adalah Uccaisravasa, yang lahir dari Amrta, diantara raja gajah AKu adalah Airavata, diantara manusia biasa Aku adalah maharaja..",Bhagawadgita BAB X,1,399
400,33,28,"ayudhanam aham vajram
dhenunam asmi kamadhuk
prajanas casmi kandarpah
sarpanam asmi vasukih

Diantara semua senjata Aku adalah vajra, diantara sapi-sapi Aku adalah Kamandhanu, diantara yang membiakkan ketururan Aku adalah Kandarpa, diantara semua ular Aku adalah Vasuki.",Bhagawadgita BAB X,1,400
401,33,29,"anantas casmi naganam
varuno yadasam aham
pitrnam aryama casmi
yamah samyamatam aham

Diantara naga Aku adalah Ananta, diantara penghuni air Aku adalah Varuna, diantara arwah leluhur Aku adalah Aryama, diantara penegak hukum Aku adalah Yama.",Bhagawadgita BAB X,1,401
402,33,30,"prahladas casmi daityanam
kalah kalayatam aham
mrganam ca mrgendro ’ham
vainateyas ca paksinam

Diantara para daitya Aku adalah Prahlada, diantara penghitung Aku adalah waktu, diantara segala binatang Aku adalah singa, diantara segala burung Aku adalah garuda.",Bhagawadgita BAB X,1,402
403,33,31,"pavanah pavatam asmi
ramah shastra-bhrtam aham
jhasanam makaras casmi
srotasam asmi jahnavi

Diantara yang membersihkan Aku adalah angin, diantara pahlawan kebenaran Aku adalah Rama, diantara segala ikan Aku adalah Makara, diantara semua sungai Aku adalah Gangga.",Bhagawadgita BAB X,1,403
404,33,32,"sarganam adir antas ca
madhyam caivaham arjuna
adhyatma-vidya vidyanam
vadah pravadatam aham

Dari segala ciptaan wahai Arjuna, Aku adalah permulaan, akhir dan juga pertengahan, diantara segala ilmu pengetahuan Aku adalah Ilmu tentang sang Diri, diantara semua diskusi Aku adalah dialektika.",Bhagawadgita BAB X,1,404
405,33,33,"aksharanam a-karo ’smi
dvandvah samasikasya ca
aham evakshayah kalo
dhataham vishvato-mukhah

Aku adalah huruf A dari semua aksara, Aku adalah kata majemuk dari semua kata jadian, Aku adalah waktu yang kekal abadi, Aku adalah pembagi yang menghadap ke segala penjuru.",Bhagawadgita BAB X,1,405
406,33,34,"mrityuh sarva-haras caham
udbhavas ca bhavisyatam
kirtih srir vak ca narinam
smritir medha dhrtih ksama

Aku ini kematian yang meliputi segala ciptaan dan Aku ini asal mula yang akan ada nanti, dan dari sifat-sifat wanita Aku adalah kemasyuran, kemakmuran, ucapan, ingatan, kecerdasan, keteguhan hati dan kesabaran.",Bhagawadgita BAB X,1,406
407,33,35,"brihat-sama tatha samnam
gayatri chandasam aham
masanam marga-sirso ’ham
rtunam kusumakarah

Diantara lagu pujaan aku adalah brhatsama, diantara metrum Aku adalah Gayatri, diantara bulan-bulan Aku adalah margasirsa, diantara musim-musim aku adalah musim semi.",Bhagawadgita BAB X,1,407
408,33,36,"dyutam chalayatam asmi
tejas tejasvinam aham
jayo ’smi vyavasayo ’smi
sattvam sattvavatam aham

Aku ini penjudi diantara para penipu, AKu adalah kecemerlangan dari semua yang indah, AKu ini kejayaan dan Aku ini usaha, Aku adalah kebaikan dari segala yang baik.",Bhagawadgita BAB X,1,408
409,33,37,"vrsninam vasudevo ’smi
pandavanam dhananjayah
muninam apy aham vyasah
kavinam usana kavih

Dari keturunan Vrsi Aku adalah Vasudeva, dari Panca Pandawa aku adalah Dhananjaya, dari muni sempurna Aku adalah Vyasa, dari para penyair Aku adalah Usana.",Bhagawadgita BAB X,1,409
410,33,38,"dando damayatam asmi
nitir asmi jigisatam
maunam caivasmi guhyanam
jnanam jnanavatam aham

Akulah kekuatan hukum dari semua penghukum; Akulah negarawan diantara yang mengejar kejayaan, Akulah kebisuan diantara rahasia, Akulah kebijaksanaan dari orang bijak.",Bhagawadgita BAB X,1,410
411,33,39,"yac capi sarva-bhutanam
bijam tad aham arjuna
na tad asti vina yat syan
maya bhutam caracaram

Itu juga, wahai Arjuna yang merupakan benih dari segala mahluk di dunia ini adalah Aku, tak ada sesuati keberadaanpun, baik yang bergerak maupun yang tak bergerak, dapat terjadi tanpa Aku.",Bhagawadgita BAB X,1,411
412,33,40,"nanto ’sti mama divyanam
vibhutinam parantapa
esa tuddesatah prokto
vibhuter vistaro maya

Perwujudan Ilahi-Ku tiada batasnya, wahai penakluk musuh (Arjuna), ini hanya pernyataan singkat-Ku tentang luasnya kemulian-Ku.",Bhagawadgita BAB X,1,412
413,33,41,"yad yad vibhutimat sattvam
srimad urjitam eva va
tat tad evavagaccha tvam
mama tejo-’msa-sambhavam

Apapun yang memiliki kemuliaan, kemakmuran dan kekuasaan, katahuilah bahwa semua itu, ini berasal dari sepercik kecemerlangan-Ku.",Bhagawadgita BAB X,1,413
414,33,42,"atha va bahunaitena
kim jnatena tavarjuna
vistabhyaham idam krtsnam
ekamsena sthito jagat

Tetapi, apa gunanya bagimu, wahai Arjuna, pengetahuan yang panjang lebar ini? Aku tetap menopang segenap alam semesta ini hanya dengan sebagian kecil dari cuplikan-Ku sendiri. 



Disini berakhir bab ke-sepuluh dari Upanisad Bhagavadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul:
'VIBHUTI YOGAH'.",Bhagawadgita BAB X,1,414
415,34,1,"Arjuna uvaca:
mad-anugrahaya paramam
guhyam adhyatma-samjnitam
yat tvayoktam vacas tena
moho ’yam vigato mama

Arjuna berkata:
Sebagai anugrah yang telah Engkau ajarkan dengan penuh kasih sayang kepada saya, wejangan tentang sang Diri yang dinyatakan sangat rahasia itu, lenyaplah keragu-raguan saya.",Bhagawadgita BAB XI,1,415
416,34,2,"bhavapyayau hi bhutanam
srutau vistaraso maya
tvattah kamala-patraksha
mahatmyam api cavyayam

Asal dan kemusnahan semua mahluk telah saya dengar selengkapnya dari-Mu, wahai yang bermata bagaikan kembang padma (Krsna), demikian juga keangungan-Mu yang kekal abadi.",Bhagawadgita BAB XI,1,416
417,34,3,"evam etad yathattha tvam
atmanam paramesvara
drastum icchami te rupam
aishvaram purushottama

Kendatipun demikian penjelasanmu sendiri, wahai Maha Isvara, namun aku ingin menyaksikan wujud Ilahi-Mu, wahai Purusa Utama.",Bhagawadgita BAB XI,1,417
418,34,4,"manyase yadi tac chakyam
maya drastum iti prabho
yogeshvara tato me tvam
darsayatmanam avyayam

Wahai Penguasa, kalau Engkau berpendapat, hal itu dapat aku saksikan, tunjukkanlah sang Diri abadi itu, wahai Yogesvara.",Bhagawadgita BAB XI,1,418
419,34,5,"Sri-bhagavan uvaca:
pasya me partha rupani
sataso ’tha sahasrasah
nana-vidhani divyani
nana-varnakritini ca

 Sri Bhagavan bersabda:
Lihatlah pada wujud-Ku, wahai Partha (Arjuna), beratus-ratus, beribu-ribu, bermacam-macam wujud ilahi beragam bentuk dan warna.",Bhagawadgita BAB XI,1,419
420,34,6,"pasyadityan vasun rudran
asvinau marutas tatha
bahuny adrsta-purvani
pasyascaryani bharata

Lihatlah para aditya, vasu, rudra, asvin kembar dan para marut, wahai Arjuna, lihatlah banyak keajaiban yang tak pernah terlihat sebelumnya.",Bhagawadgita BAB XI,1,420
421,34,7,"ihaika-stham jagat krtsnam
pasyadya sa-caracaram<
mama dehe gudakesha
yac canyad drastum icchasi

Lihatlah seluruh alam semesta ini, yang bergerak dan yang tidak bergerak, apa saja yang ingin engkau lihat, wahai Gudakesa (Arjuna), semuanya menyatu dalam badan-Ku ini.",Bhagawadgita BAB XI,1,421
422,34,8,"na tu mam sakyase drastum
anenaiva sva-caksusa
divyam dadami te caksuh
pasya me yogam aishvaram

Tetapi engkau tak mungkin dapat melihat-Ku dengan matamu sendiri, kini Aku akan berikan engkau mata ilahi, saksikanlah yoga utama-Ku.",Bhagawadgita BAB XI,1,422
423,34,9,"Sanjaya uvaca:
evam uktva tato rajan
maha-yogesvaro harih
darsayam asa parthaya
paramam rupam aishvaram<

Sanjaya berkata:
Setelah berkata demikian, wahai sang Raja, Hari sebagai yogesvara yang Maha Tinggi, kemudian memperlihatkan rupa kemaha kuasaannya kepada Arjuna.",Bhagawadgita BAB XI,1,423
424,34,10,"aneka-vaktra-nayanam
anekadbhuta-darshanam
aneka-divyabharanam
divyanekodyatayudham<

Dengan banyak mulut dan mata, dengan banyak penglihatan yang luar biasa, dengan beraneka perhiasan devata, dengan senjata ilahi terhunus.",Bhagawadgita BAB XI,1,424
425,34,11,"divya-malyambara-dharam
divya-gandhanulepanam
sarvascarya-mayam devam
anantam vishvato-mukham

Dengan mengenakan kalungan bunga dan pakaian kayangan, minyak wangi dan wewangian surgawi, cemerlang berkilauan luar biasa, dengan muka menghadap kesemua jurusan.",Bhagawadgita BAB XI,1,425
426,34,12,"divi surya-sahasrasya
bhaved yugapad utthita
yadi bhah sadrsi sa syad
bhasas tasya mahatmanah

Bagaikan sinar seribu matahari yang terbit seketika bersamaan, bercahaya cemerlang diangkasa dan nyalanya itu adalah sinar cahaya maha kuasa itu.",Bhagawadgita BAB XI,1,426
427,34,13,"tatraika-stham jagat krtsnam
pravibhaktam anekadha
apasyad deva-devasya
sarire pandavas tada

Kemudian putra Pandawa itu melihat seluruh alam semesta yang terbagi atas banyak bagian menyatu dalam tubuh Tuhan dari para dewa.",Bhagawadgita BAB XI,1,427
428,34,14,"tatah sa vismayavisto
hrsta-roma dhananjayah
pranamya sirasa devam
kritanjalir abhasata

Kemudian Arjuna terpana dengan perasaan penuh kagum, buluromanya berdiri, sujud menundukkan kepala kepada Tuhan, dengan mencakupkan kedua tangan, seraya berkata.",Bhagawadgita BAB XI,1,428
429,34,15,"Arjuna uvaca:
pasyami devams tava deva dehe
sarvams tatha bhuta-visesa-sanghan
brahmanam isam kamalasana-stham
rsims ca sarvan uragams ca divyan

Arjuna berkata:
Pada badan-Mu saya melihat, wahai Dewata Agung, semua Dewa dan berbagai tingkat mahluk lainnya, Brahma sang pencipta duduk diatas singgasana kembang teratai serta para resi dan naga yang surgawi.",Bhagawadgita BAB XI,1,429
430,34,16,"aneka-bahudara-vaktra-netram
pasyami tvam sarvato ’nanta-rupam
nantam na madhyam na punas tavadim
pasyami visvesvara vishva-rupa

Saya lihat Engkau dalam bentuk yang tak terbatas disemua penjuru dengan tangan, perut dan mata tak terhitung jumlahnya, begitu pula saya tak melihat akhir, pertengahan dan permulaan-Mu, wahai Penguasa Alam Semesta, wahai Wujud Universal.",Bhagawadgita BAB XI,1,430
431,34,17,"kiritinam gadinam cakrinam ca
tejo-rasim sarvato diptimantam
pasyami tvam durniriksyam samantad
diptanalarka-dyutim aprameyam

Saya lihat Engkau bermahkota, memegang gada dan cakra, berkilau-kilau gemerlapan disegala sisi (dan) tan sanggup memandang cahaya cemerlang disegala sisi-Mu, bagaikan bara api dan sinar matahari,tiada bandingannya.",Bhagawadgita BAB XI,1,431
432,34,18,"tvam aksharam paramam veditavyam
tvam asya vishvasya param nidhanam
tvam avyayah sasvata-dharma-gopta
sanatanas tvam purusho mato me

Engkau yang kekal, yang Agung, yang harus diketahui, Engkau adalah khasanah besar alam semesta, Engkau adalah penjaga Dharma yang kekal abadi, Engkau adalah mahluk paling Awal, yang saya pandang.",Bhagawadgita BAB XI,1,432
433,34,19,"anadi-madhyantam ananta-viryam
ananta-bahum sasi-surya-netram
pasyami tvam dipta-hutasa-vaktram
sva-tejasa vishvam idam tapantam

Saya lihat Engkau tanpa permulaan, pertengahan dan akhir, dengan kekuatan tak terbatas, tangan tak terhitung banyaknya, bulan dan matahari sebagai mata-Mu, api pemujaan sebagai mulut-Mu, cemerlang menghangati alam semesta.",Bhagawadgita BAB XI,1,433
434,34,20,"dyav a-prithivyor idam antaram hi
vyaptam tvayaikena disas ca sarvah
drishtvadbhutam rupam ugram tavedam
loka-trayam pravyathitam mahatman

Ruang antara sorga dan bumi dipenuhi oleh-Mu belaka, begitu pula semua penjuru alam semesta, wahai Mahatma, setelah melihat keajaiban, kehebatan rupa-Mu, maka ketiga dunia ini ngeri ketakutan.",Bhagawadgita BAB XI,1,434
435,34,21,"ami hi tvam sura-sangha vishanti
kecid bhitah pranjalayo grnanti
svastity uktva maharsi-siddha-sanghah
stuvanti tvam stutibhih puskalabhih

Sesungguhnya disini para dewata masuk kedalam-Mu, dengan ketakutan, mencakupkan tangan, sujud pada-Mu dan berkelompok para rsi dan orang-orang sempurna menyerukan ""Svasti""(semoga sejahtera), dan mengidungkan lagu pujian kudus mengagungkan-Mu.",Bhagawadgita BAB XI,1,435
436,34,22,"rudraditya vasavo ye ca sadhya
visve ’svinau marutas cosmapas ca
gandharva-yakshasura-siddha-sangha
viksante tvam vismitas caiva sarve

Para Rudra, Aditya,Sadhya, Vasu Visvadeva, Asvin, Marut, Usmapa, Gandharva, Yaksa, Asura dan Siddhi.",Bhagawadgita BAB XI,1,436
