quote_id,topic_id,section_number,quote_text,attribution,active,sort_order
267,29,34,"cancalam hi manah krishna
pramathi balavad drdham
tasyaham nigraham manye
vayor iva su-duskaram

Wahai Krsna, pikiran itu sungguh gelisah, bergejolak, kuat dan keras, (dan) sangat liar, kuat dan tak mudah dibelokkan karena sukar dikendalikan, seperti halnya mengendalikan angin.",Bhagawadgita BAB VI,1,267
268,29,35,"Sri-bhagavan uvaca:
asamsayam maha-baho
mano durnigraham calam
abhyasena tu kaunteya
vairagyena ca grhyate

Krsna bersabda:
Tidak dapat diragukan lagi, wahai Arjuna, pikiran itu berubah-ubah, sukar ditaklukkan, tapi ia bisa dikendalikan, wahai Arjuna, dengan membiasakan diri dan vairagya (tanpa keterikatan)",Bhagawadgita BAB VI,1,268
269,29,36,"asamyatatmana yogo
dusprapa iti me matih
vasyatmana tu yatata
sakyo ’vaptum upayatah

Aku percaya, yoga sukar dicapai oleh orang yang tak bisa mengendalikan diri, tetapi ia yang dapat dicapai dengan mengendalikan diri dan usaha melalui cara yang benar.",Bhagawadgita BAB VI,1,269
270,29,37,"Arjuna uvaca: 
ayatih shraddhayopeto
yogac calita-manasah
aprapya yoga-samsiddhim
kam gatim krishna gacchati

Arjuna berkata:
Orang yang tak dapat menguasai diri tetapi mempunyai keyakinan, yang pikirannya mengembara tak terkendali, yang gagal mencapai kesempurnaan yoga, lalu kemana perginya, wahai Krsna, apakah yang diperolehnya?",Bhagawadgita BAB VI,1,270
271,29,38,"kaccin nobhaya-vibhrastas
chinnabhram iva nasyati
apratistho maha-baho
vimudho brahmanah pathi

Gagal dari keduanya, bukankah ia bagaikan tebaran awan, musnah dan dengan tanpa pegangan, wahai Arjuna, bingung dijalan menuju Brahman?",Bhagawadgita BAB VI,1,271
272,29,39,"etan me samsayam krishna
chettum arhasy asesatah
tvad-anyah samsayasyasya
chetta na hy upapadyate

Wahai Krsna, lenyapkanlah keragu-raguan saya ini, sebab tak seorangpun kecuali Engkau yang dapat memusnahkan keragu-raguan ini.",Bhagawadgita BAB VI,1,272
273,29,40,"Sri-bhagavan uvaca: 
partha naiveha namutra 
vinasas tasya vidyate 
na hi kalyana-krt kascid 
durgatim tata gacchati

Sri Bhagawan bersabda: 
Baik dalam hidup ini dan juga nantinya, tak akan ada kebinasaan baginya, wahai Arjuna, sebab orang-orang yang berbuat kebajikan, anakku, tak akan pernah menemui kesedihan.",Bhagawadgita BAB VI,1,273
274,29,41,"prapya punya-kritam lokan
usitva sasvatih samah
sucinam srimatam gehe
yoga-bhrasto ’bhijayate

Setelah mencapai dunia kebajikan dan hidup disana dalam waktu yang lama, orang yang gagal dalam melaksanakan yoga lahir kembali dalam keluarga suci dan bahagia.",Bhagawadgita BAB VI,1,274
275,29,42,"atha va yoginam eva
kule bhavati dhimatam
etad dhi durlabhataram
loke janma yad idrsam

Atau ia yang lahir dalam keluarga Yogi yang diberkahi dengan kebijakan, karena kelahiran ini sungguh sukar dicapai di dunia ini.",Bhagawadgita BAB VI,1,275
276,29,43,"tatra tam buddhi-samyogam
labhate paurva-dehikam
yatate ca tato bhuyah
samsiddhau kuru-nandana

Disana ia menemukan kembali pengetahuan yang diperoleh pada kehidupan terdahulunya dan kemudian ia berusaha lebih keras lagi untuk mencapai kesempurnaan, wahai putra wangsa Kuru",Bhagawadgita BAB VI,1,276
277,29,44,"purvabhyasena tenaiva<
hriyate hy avaso ’pi sah
jijnasur api yogasya
shabda-brahmativartate

Dengan pengalaman dimasa lampau itu, ia dipaksa untuk meneruskannya, bahkan dengan keinginan untuk mengetahui yoga, ia meningkat lebih tinggi dari sabda Brahma, (Ia melampaui kitab-kitab suci Veda)",Bhagawadgita BAB VI,1,277
278,29,45,"prayatnad yatamanas tu
yogi samshuddha-kilbisah
aneka-janma-samsiddhas
tato yati param gatim

Yogi yang berusaha terus sekuat hati menghapus segala dosa dengan sungguh-sungguh, yang disempurnakan melalui berbagai kelahiran, kemudian ia mencapai tujuan tertinggi.",Bhagawadgita BAB VI,1,278
279,29,46,"tapasvibhyo ’dhiko yogi
jnanibhyo ’pi mato ’dhikah
karmibhyas cadhiko yogi
tasmad yogi bhavarjuna

Seorang yogi lebih besar dari pertapa dan bahkan ia lebih mulia daripada sarjana, lebih utama dari melakukan yajna, karenanya, jadilah yogi, wahai Arjuna.",Bhagawadgita BAB VI,1,279
280,29,47,"yoginam api sarvesam
mad-gatenantar-atmana
shraddhavan bhajate yo mam
sa me yuktatamo matah

Diantara semua yogi yang dengan penuh kepercayaan memuja Aku, dengan jiwa terdalamnya bergabung pada-Ku, ia kuanggap paling berbakti. 


Disini berakhir bab ke-enam dari Upanisad Bhagawadgia, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul :
 ""DHYANA YOGAH""",Bhagawadgita BAB VI,1,280
281,30,1,"Sri-bhagavan uvaca:
mayy asakta-manah partha
yogam yunjan mad-asrayah
asamsayam samagram mam
yatha jnasyasi tac chrnu

Sri Bhagavan Bersabda:
Sekarang dengarlah wahai Arjuna, dengan pikiranmu terpaku pada-Ku, dengan berlindung kepada-Ku, dan dengan melaksanakan Yoga, tanpa diragukan lagi engkau akan mengenal Aku sepenuhnya.",Bhagawadgita BAB VII,1,281
282,30,2,"jnanam te ’ham sa-vijnanam
idam vaksyamy asesatah
yaj jnatva neha bhuyo ’nyaj
jnatavyam avasisyate

Kepadamu akan Kuajarkan selengkapnya tentang realisasi yang digabungkan dengan ilmu pengetahuan, yang setelah semuanya diketahui, tak ada lagi sisanya yang perlu diketahui.",Bhagawadgita BAB VII,1,282
283,30,3,"manushyanam sahasresu
kascid yatati siddhaye
yatatam api siddhanam
kascin mam vetti tattvatah

Diantara beribu-ribu manusia hampir tak seorangpun yang mengejar kesempurnaan dan diantara mereka yang berhasil hampir tak seorang yang mengenal Aku dalam kebenaran.",Bhagawadgita BAB VII,1,283
284,30,4,"bhumir apo ’nalo vayuh
kham mano buddhir eva ca
ahankara itiyam me
bhinna prakritir astadha

Tanah, Air, Api, Udara, ether, pikiran, budhi dan ego merupakan delapan unsur alam-Ku yang terpisah.",Bhagawadgita BAB VII,1,284
285,30,5,"apareyam itas tv anyam
prakritim viddhi me param
jiva-bhutam maha-baho
yayedam dharyate jagat

Inilah prakrti-Ku yang lebih rendah, tetapi berbeda dengannya, ketahuilah prakrti-Ku yang lebih tinggi, wahai Arjuna. unsur hidup yaitu jiwa yang mendukung alam semesta ini.",Bhagawadgita BAB VII,1,285
286,30,6,"etad-yonini bhutani
sarvanity upadharaya
aham krtsnasya jagatah
prabhavah pralayas tatha

Ketahuilah bahwa keduanya ini merupakan kandungan dari semua mahluk; dan aku adalah asal mula dan leburnya alam semesta raya ini.",Bhagawadgita BAB VII,1,286
287,30,7,"mattah parataram nanyat
kincid asti dhananjaya
mayi sarvam idam protam
sutre mani-gana iva

Tak ada yang lebih tinggi daripada-Ku, wahai Arjuna, yang ada disini semua terikat pada-Ku bagaikan rangkaian mutiara pada seutas tali.",Bhagawadgita BAB VII,1,287
288,30,8,"raso ’ham apsu kaunteya
prabhasmi sasi-suryayoh
pranavah sarva-vedesu
shabdah khe paurusam nrsu

Aku adalah rasa dalam air wahai Arjuna, Aku adalah cahaya pada bulan dan matahari, Aku adalah pranava dalam semua Veda, aku adalah suara di ether dan kemanusiaan pada manusia.",Bhagawadgita BAB VII,1,288
289,30,9,"punyo gandhah prithivyam ca
tejas casmi vibhavasau
jivanam sarva-bhutesu
tapas casmi tapasvisu

Aku adalah keharuman lembutnya tanah dan benderang nyalanya api; Aku adalah nyawanya semua insani dan semangat tapa bratanya para pertapa.",Bhagawadgita BAB VII,1,289
290,30,10,"bijam mam sarva-bhutanam
viddhi partha sanatanam
buddhir buddhimatam asmi
tejas tejasvinam aham

Ketahuilah wahai Partha, aku ini adalah benih abadi dari semua mahluk, Aku adalah akal dari kaum intelektual, aku adalah cemerlangnya sinar cahaya.",Bhagawadgita BAB VII,1,290
291,30,11,"balam balavatam caham
kama-raga-vivarjitam
dharmaviruddho bhutesu
kamo ’smi bharatarsabha

Aku adalah kekuatan dari orang yang kuat, bebas dari keinginan dan nafsu, aku adalah keinginan dari semua mahluk yang tidak bertentangan dengan Dharma, wahai Arjuna.",Bhagawadgita BAB VII,1,291
292,30,12,"ye caiva sattvika bhava
rajasas tamasas ca ye
matta eveti tan viddhi
na tv aham tesu te mayi

Walaupun bagaimana keadaan sifatku, baik sattva-rajah-tamah, ketahuilah, semuanya berasal dari Aku, bukan aku dalam mereka, tetapi mereka didalam-Ku.",Bhagawadgita BAB VII,1,292
293,30,13,"tribhir guna-mayair bhavair
ebhih sarvam idam jagat
mohitam nabhijanati
mam ebhyah param avyayam

Dikelabui oleh ketiga guna dari prakrti ini, kiranya seluruh dunia tidak mengetahui, sesungguhnya Aku ini lebih tinggi daripada mereka, dan kekal abadi.",Bhagawadgita BAB VII,1,293
294,30,14,"daivi hy esa guna-mayi
mama maya duratyaya
mam eva ye prapadyante
mayam etam taranti te

Sesungguhnya, kekuatan ilusi ilahi-Ku, yang tersusun atas sifat-sifat itu sukar diatasi, tetapi hanya mereka yang berlindung pada-Ku saja yang dapat melampaui kekuatan ilusi itu.",Bhagawadgita BAB VII,1,294
295,30,15,"na mam duskritino mudhah
prapadyante naradhamah
mayayapahrta-jnana
asuram bhavam asritah

Pelaku kejahatan, yang membingungkan dan manusia-manusia yang paling hina, yang kecerdasan terhalang oleh ilusi-Ku, dan mengikuti jalan para asura, tidak berlindung pada-Ku.",Bhagawadgita BAB VII,1,295
296,30,16,"catur-vidha bhajante mam
janah sukritino ’rjuna
arto jijnasur artharthi
jnani ca bharatarsabha

Ada empat orang baik hati memuja pada-Ku, wahai Arjuna, (yaitu) mereka yang sengsara, yang mengejar ilmu, yang mengejar harta dan yang berbudi, wahai Arjuna.",Bhagawadgita BAB VII,1,296
297,30,17,"tesam jnani nitya-yukta
eka-bhaktir visisyate
priyo hi jnanino ’tyartham
aham sa ca mama priyah

Diantara mereka, yang bijaksana, yang selalu memusatkan pikiran dan berbakti pada Yang Satu adalah mulia, sebab itu dialah yang Aku sangat kasihi dan dia kasih kepada-Ku.",Bhagawadgita BAB VII,1,297
298,30,18,"udarah sarva evaite
jnani tv atmaiva me matam
asthitah sa hi yuktatma
mam evanuttamam gatim

Mereka semua adalah mulia, tetapi yang berilmu Ku-pandang sebagai diri-Ku, karena ia selalu mantap dalam pikiran, hanya berlindung kepada-Ku saja, sebagai tujuan tertingginya.",Bhagawadgita BAB VII,1,298
299,30,19,"bahunam janmanam ante
jnanavan mam prapadyate
vasudevah sarvam iti
sa mahatma su-durlabhah

Orang yang bijaksana akan datang pada-Ku pada akhir banyak kelahiran, karena tahu Vasudeva adalah segalanya ini, sukar mendapatkan orang agung seperti itu.",Bhagawadgita BAB VII,1,299
300,30,20,"kamais tais tair hrta-jnanah
prapadyante ’nya-devatah
tam tam niyamam asthaya
prakritya niyatah svaya

Tetapi mereka yang kemampuan pembedanya telah disesatkan oleh keinginannya pergi ke tempat pemujaan para dewa lain, dengan mengikuti ritual ini dan itu, yang didorong oleh sifatnya sendiri.",Bhagawadgita BAB VII,1,300
301,30,21,"yo yo yam yam tanum bhaktah
shraddhayarcitum icchati
tasya tasyacalam shraddham
tam eva vidadhamy aham

Apapun pemujaan yang ingin dilakukan oleh para bhakta dengan penuh keyakinan, Aku menjadikan bentuk keyakinan itu menjadi mantap.",Bhagawadgita BAB VII,1,301
302,30,22,"sa taya shraddhaya yuktas
tasyaradhanam ihate
labhate ca tatah kaman
mayaiva vihitan hi tan

Berpegang teguh pada kepercayaan itu, mereka sibuk pada keyakinan wujud itu pula dan dari padanya mereka memperoleh yang diharapkan, yang sebenarnya hanya dikabulkan oleh-Ku.",Bhagawadgita BAB VII,1,302
303,30,23,"antavat tu phalam tesam
tad bhavaty alpa-medhasam
devan deva-yajo yanti
mad-bhakta yanti mam api

Akan tetapi, hasil yang didapat mereka yang berpikiran picik, terbatas, dimana menyembah para dewa akan pergi kepada dewa-dewa, tetapi penganutku akan sampai kepada-Ku",Bhagawadgita BAB VII,1,303
304,30,24,"avyaktam vyaktim apannam
manyante mam abuddhayah
param bhavam ajananto
mamavyayam anuttamam

Orang yang picik pengertiannya beranggapan Aku yang tak berbentuk menjadi termanifestasikan, tidak mengetahui sifat-sifat-Ku yang lebih tinggi yang kekal abadi dan Yang Maha Tinggi.",Bhagawadgita BAB VII,1,304
305,30,25,"naham prakasah sarvasya
yoga-maya-samavrtah
mudho ’yam nabhijanati
loko mam ajam avyayam

Terselubug oleh kegiatan yogamaya-Ku, aku kelihatan oleh semuanya, dunia yang terkecoh ini tak mengetahui Aku yang tak terlahirkan dan kekal abadi.",Bhagawadgita BAB VII,1,305
306,30,26,"vedaham samatitani
vartamanani carjuna
bhavisyani ca bhutani
mam tu veda na kascana

Wahai Arjuna, Aku mengetahui mahluk yang dahulu, yang kini dan yang lahir nanti, tetapi tak satupun yang mengenal Aku.",Bhagawadgita BAB VII,1,306
307,30,27,"iccha-dvesa-samutthena
dvandva-mohena bharata
sarva-bhutani sammoham
sarge yanti parantapa

Wahai Arjuna, karena dibingungkan oleh pasangan yang saling berlawanan, yang muncul dari keinginan dan kebencian, semua mahluk didunia ini menjadi tersesat, wahai penakluk musuh (arjuna)",Bhagawadgita BAB VII,1,307
308,30,28,"yesham tv anta-gatam papam
jananam punya-karmanam
te dvandva-moha-nirmukta
bhajante mam drdha-vratah

Tetapi mereka yang berprilaku mulia, yang tak mempunyai dosa lagi, yang bebas dari khayalan pasangan yang berlawanan memuja Aku, yang tetap teguh dalam sumpahnya.",Bhagawadgita BAB VII,1,308
309,30,29,"jara-marana-mokshaya
mam asritya yatanti ye
te brahma tad viduh krtsnam
adhyatmam karma cakhilam

Mereka yang berlindung pada-Ku, dan berusaha untuk dapat lepas dari umur tua dan kematian, mereka menyadari sepenuhnya Brahman, sang diri pribadi dan segala karma.",Bhagawadgita BAB VII,1,309
310,30,30,"sadhibhutadhidaivam mam
sadhiyajnam ca ye viduh
prayana-kale ’pi ca mam
te vidur yukta-cetasah

Mereka yang menyadari Aku pada adhibhuta, pada adhidaiva, dan pada adhiyajna, mereka yang berpikiran mantap mengetahui Aku, walaupun disaat ajal menjelang. 


Disini berakhir bab ke-tujuh dari Upanisad Bhagawadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul:
'JNANA VIJNANA YOGAH'",Bhagawadgita BAB VII,1,310
311,31,1,"Arjuna uvaca:
kim tad brahma kim adhyatmam
kim karma purushottama
adhibhutam ca kim proktam
adhidaivam kim ucyate

Arjuna berkata:
Apakah Brahman itu, apakah adhyatman itu dan apakah karma itu wahai Krsna? apakah yang disebuat adhibhuta dan apakah yang dinamakan adhidaiva?",Bhagawadgita BAB VIII,1,311
312,31,2,"adhiyajnah katham ko ’tra
dehe ’smin madhusudana
prayana-kale ca katham
jneyo ’si niyatatmabhih

Siapakah dan mengapa penguasa yajna yang ada didalam badan ini, wahai Madhusudana (Krsna)? Dan bahaimanakah Engkau dapat diketahui oleh mereka yang telah mampu menguasai diri, disaat ajal tiba?",Bhagawadgita BAB VIII,1,312
313,31,3,"Sri-bhagavan uvaca:
aksharam brahma paramam
svabhavo ’dhyatmam ucyate
bhuta-bhavodbhava-karo
visargah karma-samjnitah

Sri Bhagavan bersabda:
Yang kekal abadi, Maha Agung adalah Brahman, persemayaman-Nya dalam badan individu dinamakan adhyatmam, karma adalah nama yang diberikan kepada persembahan yang melahirkan mahluk hidup didunia.",Bhagawadgita BAB VIII,1,313
314,31,4,"adhibhutam ksaro bhavah
purushas cadhidaivatam
adhiyajno ’ham evatra
dehe deha-bhrtam vara

Adhibhuta adalah wujud yang tak kekal, adhaivata adalah hakekat purusa dan hanya Aku-lah sebagai adhiyajna yang ada dalam badan, wahai manusia termulia (Arjuna)",Bhagawadgita BAB VIII,1,314
315,31,5,"anta-kale ca mam eva
smaran muktva kalevaram
yah prayati sa mad-bhavam
yati nasty atra samsayah

Barang siapa diwaktu ajal tiba, meninggalkan badan jasmani ini mengenang Aku selalu, sampai kepada-Ku, ini tak dapat diragukan lagi.",Bhagawadgita BAB VIII,1,315
316,31,6,"yam yam vapi smaran bhavam
tyajaty ante kalevaram
tam tam evaiti kaunteya
sada tad-bhava-bhavitah

Apapun yang diingat dan dipikirkan seseorang pada saat ajal tiba, meninggalkan badan jasmani ini, wahai Arjuna, ia akan sampai pada keadaan yang terpikirkan itu, sebab hal itu terus menerus terserap dalam pikiran itu.",Bhagawadgita BAB VIII,1,316
317,31,7,"tasmat sarveshu kaleshu
mam anusmara yudhya ca
mayy arpita-mano-buddhir
mam evaishyasy asamsayah

Karena itu, kapan saja ingatlah pada-Ku selalu, dan berjuanglah terus maju, dengan pikiran dan pengertian tetap pada-Ku, engkau pasti akan sampai pada-Ku.",Bhagawadgita BAB VIII,1,317
318,31,8,"abhyasa-yoga-yuktena
cetasa nanya-gamina
paramam purusham divyam
yati parthanucintayan

Dengan pikiran terkendali dalam pelaksanaan yoga terus menerus, tidak mengembara kemana-mana mengejar yang lain, yang bermeditasi pada Purusa Utama maha cemerlang, akan sampai kepada-Nya, wahai Arjuna.",Bhagawadgita BAB VIII,1,318
319,31,9,"kavim puranam anusasitaram
anor aniyamsam anusmared yah
sarvasya dhataram acintya-rupam
aditya-varnam tamasah parastat

Siapapun yang memusatkan pikiran pada yang Maha Tahu, terpurba, maha kuasa, lebih halus daripada atom, pendukung segalanya, yang wujudnya tak telukiskan, yang becahaya bagaikan matahari mengatasi segala kegelapan.",Bhagawadgita BAB VIII,1,319
320,31,10,"prayana-kale manasacalena
bhaktya yukto yoga-balena caiva
bhruvor madhye pranam avesya samyak
sa tam param purusham upaiti divyam

Pada saat ajal tiba, dengan pikiran tenang, terkendali melalui bhakti dan kekuatan yoga dan menempatkan prajna tepat diantara kedua alis mata (kening) ia mmencapai Dia, Yang Maha Suci.",Bhagawadgita BAB VIII,1,320
321,31,11,"yad aksharam veda-vido vadanti
vishanti yad yatayo vita-ragah
yad icchanto brahmacaryam caranti
tat te padam sangrahena pravaksye

Yang disebuat dengan kekal abadi oleh para ahli kitab suci Veda, yang dimasuki oleh mereka yang telah terkendali serta bebas dari keterikatan dan menginginkannya menjalani kehidupan selibat (pembujangan), itulah yang akan kunyatakan kepadamu dengan singkat.",Bhagawadgita BAB VIII,1,321
322,31,12,"sarva-dvarani samyamya
mano hridi nirudhya ca
murdhny adhayatmanah pranam
asthito yoga-dharanam

Pengendali pintu gerbang (indra) dengan membatasi pikiran didalam hati dan menempatkan prajna di kepala, dengan tetap melakukan yoga.",Bhagawadgita BAB VIII,1,322
323,31,13,"om ity ekaksharam brahma
vyaharan mam anusmaran
yah prayati tyajan deham
sa yati paramam gatim

Dengan mengucapkan aksara tunggal OM, yaitu Brahman, dan memikirkan aku sewaktu ajal akan meninggalkan badan jasmani, ia akan berangkat mencapai tujuan tertinggi.",Bhagawadgita BAB VIII,1,323
324,31,14,"ananya-cetah satatam
yo mam smarati nityasah
tasyaham sulabhah partha
nitya-yuktasya yoginah

Dia yang terus menerus mengenangkan Aku dengan pikiran yang tak terbagi, kepadanya Aku akan sangat mudah dimasuki, wahai Partha, yaitu para yogi yang senantiasa berbhakti.",Bhagawadgita BAB VIII,1,324
325,31,15,"mam upetya punar janma
duhkhalayam asasvatam
napnuvanti mahatmanah
samsiddhim paramam gatah

Setelah sampai kepada-Ku, mereka yang berjiwa besar ini tidak lagi menjelma ke tempat yang penuh duka di dunia yang tak kekal ini dan mereka mencapai kesempurnaan tertinggi.",Bhagawadgita BAB VIII,1,325
326,31,16,"a-brahma-bhuvanal lokah
punar avartino ’rjuna
mam upetya tu kaunteya
punar janma na vidyate

Dari alam Brahma selanjutnya kebawah, wahai Arjuna, kesemuanya mengalami kelahiran kembali, tetapi setelah mencapai Aku, wahai putra Kunti (Arjuna), ia tak akan lahir kembali.",Bhagawadgita BAB VIII,1,326
327,31,17,"sahasra-yuga-paryantam
ahar yad brahmano viduh
ratrim yuga-sahasrantam
te ’ho-ratra-vido janah

Yang mengetahui bahwa hari Brahma sama dengan jangka waktu seribu yuga dan bahwa malam daripadanya seribu yuga adalah siang malam (Brahma), yang diketahui oleh manusia.",Bhagawadgita BAB VIII,1,327
